record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
0,58430,Male stoker nd class in -,stoker nd class,Male,-,23
1,37040,Male pts ii in -,pts ii,Male,-,1
2,98200,Male engineer marine in Anglesey,engineer marine,Male,ANGLESEY,4
3,41010,Female grocer draper in Anglesey,grocer draper,Female,ANGLESEY,1
4,62113,Male farmer in law brother in Anglesey,farmer in law brother,Male,ANGLESEY,1
5,97190,Female warehouse man in Bedfordshire,warehouse man,Female,BEDFORDSHIRE,3
6,72200,Male cigar manufacturer in Bedfordshire,cigar manufacturer,Male,BEDFORDSHIRE,2
7,79920,Male clock maker in Bedfordshire,clock maker,Male,BEDFORDSHIRE,2
8,58420,Male retired captain h m army in Bedfordshire,retired captain h m army,Male,BEDFORDSHIRE,1
9,37040,Male boy errand shoemaker in Bedfordshire,boy errand shoemaker,Male,BEDFORDSHIRE,1
10,92900,Male yeoman modeller in Bedfordshire,yeoman modeller,Male,BEDFORDSHIRE,1
11,79320,Female apprentice milliner in Berkshire,apprentice milliner,Female,BERKSHIRE,4
12,79190,Male tailor machinist in Berkshire,tailor machinist,Male,BERKSHIRE,4
13,98550,Male ironmongers carman in Berkshire,ironmongers carman,Male,BERKSHIRE,3
14,55100,Female chapelkeeper in Berkshire,chapelkeeper,Female,BERKSHIRE,1
15,2200,Male managing clerk to civil engineer in Berkshire,managing clerk to civil engineer,Male,BERKSHIRE,1
16,62710,Male gardener jobbing not domestic in Berkshire,gardener jobbing not domestic,Male,BERKSHIRE,1
17,95120,Male soldier bricklayer in Berkshire,soldier bricklayer,Male,BERKSHIRE,1
18,77690,Male rollers biscuit factory in Berkshire,rollers biscuit factory,Male,BERKSHIRE,1
19,51020,Male licensed victualler in Brecknockshire,licensed victualler,Male,BRECKNOCKSHIRE,2
20,17120,Female musician travelling in Brecknockshire,musician travelling,Female,BRECKNOCKSHIRE,1
21,98520,Male grocer groom gardner not domestic in Brecknockshire,grocer groom gardner not domestic,Male,BRECKNOCKSHIRE,1
22,54020,Female nurse domestic in Buckinghamshire,nurse domestic,Female,BUCKINGHAMSHIRE,92
23,54020,Female housemaid in Buckinghamshire,housemaid,Female,BUCKINGHAMSHIRE,53
24,99999,Female bricklayer wife in Buckinghamshire,bricklayer wife,Female,BUCKINGHAMSHIRE,1
25,3010,Male articled to boro surveyor in Buckinghamshire,articled to boro surveyor,Male,BUCKINGHAMSHIRE,1
26,62420,Male formerly cowman on farm in Buckinghamshire,formerly cowman on farm,Male,BUCKINGHAMSHIRE,1
27,62460,Male farm ploughboy in Buckinghamshire,farm ploughboy,Male,BUCKINGHAMSHIRE,1
28,72400,Male apprentice iron moulder in Buckinghamshire,apprentice iron moulder,Male,BUCKINGHAMSHIRE,1
29,81300,Male apprentice coachmaker in Buckinghamshire,apprentice coachmaker,Male,BUCKINGHAMSHIRE,1
30,95420,Male carpenter in Buckinghamshire,carpenter,Male,BUCKINGHAMSHIRE,1
31,99999,Female home in Cambridgeshire,home,Female,CAMBRIDGESHIRE,2
32,37030,Male retired postmaster in Cambridgeshire,retired postmaster,Male,CAMBRIDGESHIRE,1
33,59990,Male wine merchants cellarman in Cambridgeshire,wine merchants cellarman,Male,CAMBRIDGESHIRE,1
34,37020,Female postboy mistress in Cardiganshire,postboy mistress,Female,CARDIGANSHIRE,9
35,61110,Male inn keeper and farmer in Cardiganshire,inn keeper and farmer,Male,CARDIGANSHIRE,2
36,21194,Male retired librarian in Cardiganshire,retired librarian,Male,CARDIGANSHIRE,1
37,41010,Male boot maker dealer in Cardiganshire,boot maker dealer,Male,CARDIGANSHIRE,1
38,4250,Male retired sea captain in Carmarthenshire,retired sea captain,Male,CARMARTHENSHIRE,3
39,94290,Male gipsy basket maker in Carmarthenshire,gipsy basket maker,Male,CARMARTHENSHIRE,2
40,58900,Male nuisance inspector in Carmarthenshire,nuisance inspector,Male,CARMARTHENSHIRE,1
41,61110,Male mab amaethwr in Carmarthenshire,mab amaethwr,Male,CARMARTHENSHIRE,1
42,54020,Female servant in Carnarvonshire,servant,Female,CARNARVONSHIRE,39
43,62110,Male retired agricultural labourer in Carnarvonshire,retired agricultural labourer,Male,CARNARVONSHIRE,4
44,62110,Female assisting on farm in Carnarvonshire,assisting on farm,Female,CARNARVONSHIRE,3
45,62113,Male farmer carter son in Carnarvonshire,farmer carter son,Male,CARNARVONSHIRE,2
46,16130,Female artist landscape in Carnarvonshire,artist landscape,Female,CARNARVONSHIRE,1
47,15100,Male retired journalist in Carnarvonshire,retired journalist,Male,CARNARVONSHIRE,1
48,97190,Male clerk of mineral water manufacture in Carnarvonshire,clerk of mineral water manufacture,Male,CARNARVONSHIRE,1
49,43010,Male grey cloth agent in Cheshire,grey cloth agent,Male,CHESHIRE,18
50,54020,Male retired butler in Cheshire,retired butler,Male,CHESHIRE,9
51,62110,Male general labourer in Cheshire,general labourer,Male,CHESHIRE,7
52,62110,Female general servant on farm in Cheshire,general servant on farm,Female,CHESHIRE,6
53,83120,Female blacksmith in Cheshire,blacksmith,Female,CHESHIRE,6
54,54020,Female servant domestic housemaid in Cheshire,servant domestic housemaid,Female,CHESHIRE,4
55,17120,Female teacher of piano forte in Cheshire,teacher of piano forte,Female,CHESHIRE,3
56,62113,Male farmers son cwman in Cheshire,farmers son cwman,Male,CHESHIRE,3
57,45220,Female hawker green grocery in Cheshire,hawker green grocery,Female,CHESHIRE,2
58,19100,Female bookkeeper smallwares merchant in Cheshire,bookkeeper smallwares merchant,Female,CHESHIRE,1
59,54090,Female head housemaid in Cheshire,head housemaid,Female,CHESHIRE,1
60,54020,Female domestic servant in Cheshire,domestic servant,Female,CHESHIRE,1
61,75200,Female cotton reacher in in Cheshire,cotton reacher in,Female,CHESHIRE,1
62,37030,Male gpo postman in Cheshire,gpo postman,Male,CHESHIRE,1
63,12900,Male apprentice commission agent in Cheshire,apprentice commission agent,Male,CHESHIRE,1
64,55100,Male caretaker gardener in Cheshire,caretaker gardener,Male,CHESHIRE,1
65,41010,Male merchant cheese in Cheshire,merchant cheese,Male,CHESHIRE,1
66,83160,Male chainsmith in Cheshire,chainsmith,Male,CHESHIRE,1
67,72000,Male iron moulder in Cheshire,iron moulder,Male,CHESHIRE,1
68,89300,Male brick maker in Cheshire,brick maker,Male,CHESHIRE,1
69,92600,Male apprentice book binder in Cheshire,apprentice book binder,Male,CHESHIRE,1
70,41010,Male apprentice provision curer in Cheshire,apprentice provision curer,Male,CHESHIRE,1
71,99999,Male bedridden in Cheshire,bedridden,Male,CHESHIRE,1
72,62113,Male farmer son in Cornwall,farmer son,Male,CORNWALL,207
73,-1,Female retired living on own means in Cornwall,retired living on own means,Female,CORNWALL,4
74,62711,Male head gardener domestic in Cornwall,head gardener domestic,Male,CORNWALL,3
75,99999,Female retired cook living on means in Cornwall,retired cook living on means,Female,CORNWALL,1
76,20100,Male secretary of the royal station consular agency in Cornwall,secretary of the royal station consular agency,Male,CORNWALL,1
77,62113,Male warehouse man son in Cornwall,warehouse man son,Male,CORNWALL,1
78,62110,Male agricultural labourer in Cornwall,agricultural labourer,Male,CORNWALL,1
79,71120,Male retired farmer miner in Cornwall,retired farmer miner,Male,CORNWALL,1
80,71120,Male goldsmith miner s africa in Cornwall,goldsmith miner s africa,Male,CORNWALL,1
81,21140,Male mine engine smith in Cornwall,mine engine smith,Male,CORNWALL,1
82,72400,Male manager of iron foundry and rock drill works in Cornwall,manager of iron foundry and rock drill works,Male,CORNWALL,1
83,54020,Female general servant domestic in Cumberland,general servant domestic,Female,CUMBERLAND,5
84,37020,Male postmaster in Cumberland,postmaster,Male,CUMBERLAND,4
85,87390,Male whitesmith in Cumberland,whitesmith,Male,CUMBERLAND,4
86,87130,Male town lamp lighter in Cumberland,town lamp lighter,Male,CUMBERLAND,2
87,43090,Male agent in Cumberland,agent,Male,CUMBERLAND,1
88,24100,Male retired railway attendant in Cumberland,retired railway attendant,Male,CUMBERLAND,1
89,62110,Male domestic servant in Cumberland,domestic servant,Male,CUMBERLAND,1
90,71120,Male coal mining student in Cumberland,coal mining student,Male,CUMBERLAND,1
91,77690,Male confectioners labourer in Cumberland,confectioners labourer,Male,CUMBERLAND,1
92,80100,Male clogger in Denbighshire,clogger,Male,DENBIGHSHIRE,13
93,62430,Male shepherd on farm in Denbighshire,shepherd on farm,Male,DENBIGHSHIRE,10
94,41010,Male woollen draper in Denbighshire,woollen draper,Male,DENBIGHSHIRE,2
95,81300,Female carter propriettor in Denbighshire,carter propriettor,Female,DENBIGHSHIRE,1
96,61400,Male retired farm bailiff in Denbighshire,retired farm bailiff,Male,DENBIGHSHIRE,1
97,95410,Male carpenter sawyer in Denbighshire,carpenter sawyer,Male,DENBIGHSHIRE,1
98,99999,Female none in Derbyshire,none,Female,DERBYSHIRE,130
99,73300,Male paper finisher in Derbyshire,paper finisher,Male,DERBYSHIRE,20
100,17120,Male vocalist in Derbyshire,vocalist,Male,DERBYSHIRE,5
101,75400,Male lace trade threader in Derbyshire,lace trade threader,Male,DERBYSHIRE,2
102,83860,Female worker millinery wire forewoman in Derbyshire,worker millinery wire forewoman,Female,DERBYSHIRE,1
103,99999,Female beershop keeper wife in Derbyshire,beershop keeper wife,Female,DERBYSHIRE,1
104,21192,Male managing director of public company furnishing manufacturer in Derbyshire,managing director of public company furnishing manufacturer,Male,DERBYSHIRE,1
105,62460,Male ostler tradesmans groom in Derbyshire,ostler tradesmans groom,Male,DERBYSHIRE,1
106,71120,Male coal miner hewer same in Derbyshire,coal miner hewer same,Male,DERBYSHIRE,1
107,72000,Male apprentice designer in lead in Derbyshire,apprentice designer in lead,Male,DERBYSHIRE,1
108,84400,Male apprentice electrician engineer in Derbyshire,apprentice electrician engineer,Male,DERBYSHIRE,1
109,95920,Male cabinetmaker paper hanger in Derbyshire,cabinetmaker paper hanger,Male,DERBYSHIRE,1
110,71300,Male shaft coal stone sinker in Derbyshire,shaft coal stone sinker,Male,DERBYSHIRE,1
111,89120,Male cutter out corset works in Derbyshire,cutter out corset works,Male,DERBYSHIRE,1
112,79990,Male boy letter cotton miller in Derbyshire,boy letter cotton miller,Male,DERBYSHIRE,1
113,87120,Male hot water steam pipe fitter in Derbyshire,hot water steam pipe fitter,Male,DERBYSHIRE,1
114,83600,Male gunmaker in Devon,gunmaker,Male,DEVON,5
115,16130,Male scenic artist in Devon,scenic artist,Male,DEVON,4
116,62460,Male horse keeper on farm in Devon,horse keeper on farm,Male,DEVON,4
117,99999,Male tanners son in Devon,tanners son,Male,DEVON,3
118,17120,Female private teacher of german in Devon,private teacher of german,Female,DEVON,1
119,53102,Female cooking in Devon,cooking,Female,DEVON,1
120,97490,Female navy in Devon,navy,Female,DEVON,1
121,45220,Female costermonger in Devon,costermonger,Female,DEVON,1
122,16110,Female art to parents in Devon,art to parents,Female,DEVON,1
123,99999,Female husband sawyer sharpener in Devon,husband sawyer sharpener,Female,DEVON,1
124,58430,Male petty officer st clere in Devon,petty officer st clere,Male,DEVON,1
125,52030,Male ships husband in Devon,ships husband,Male,DEVON,1
126,4290,Male seaman on steam tug in Devon,seaman on steam tug,Male,DEVON,1
127,62113,Male miller farmer son in Devon,miller farmer son,Male,DEVON,1
128,71120,Male retired comissioner goldsmith coast colony in Devon,retired comissioner goldsmith coast colony,Male,DEVON,1
129,41015,Male wine merchant in Devon,wine merchant,Male,DEVON,1
130,84130,Male engine fitter chargeman in Devon,engine fitter chargeman,Male,DEVON,1
131,84300,Male hired writer h m dockyard rubber stamp maker cycle agent etc in Devon,hired writer h m dockyard rubber stamp maker cycle agent etc,Male,DEVON,1
132,77310,Male beershop keeper in Devon,beershop keeper,Male,DEVON,1
133,96900,Male engine driver in Devon,engine driver,Male,DEVON,1
134,62110,Male labourer on farm in Dorset,labourer on farm,Male,DORSET,7
135,62110,Male agric labourer on farm in Dorset,agric labourer on farm,Male,DORSET,3
136,54020,Female children caretaker of in Dorset,children caretaker of,Female,DORSET,2
137,93120,Male decorator painter in Dorset,decorator painter,Male,DORSET,2
138,79590,Female seamstress in Dorset,seamstress,Female,DORSET,1
139,96900,Male engine driver at factory in Dorset,engine driver at factory,Male,DORSET,1
140,89120,Male apprentice harness maker in Durham,apprentice harness maker,Male,DURHAM,25
141,83400,Male apprentice marine engineers in Durham,apprentice marine engineers,Male,DURHAM,11
142,43090,Male grocers traveller in Durham,grocers traveller,Male,DURHAM,10
143,87530,Male plater labourer shipwright yard in Durham,plater labourer shipwright yard,Male,DURHAM,10
144,96900,Male boiler maker in Durham,boiler maker,Male,DURHAM,8
145,98200,Male marine draughtman in Durham,marine draughtman,Male,DURHAM,2
146,72200,Male ironworker bundler in Durham,ironworker bundler,Male,DURHAM,2
147,97490,Male ashplalter in Durham,ashplalter,Male,DURHAM,2
148,79130,Female assistant dressmaker to above in Durham,assistant dressmaker to above,Female,DURHAM,1
149,41010,Female assistant bootsellers in Durham,assistant bootsellers,Female,DURHAM,1
150,45220,Female general dealer in Durham,general dealer,Female,DURHAM,1
151,99999,Female retired innkeeper own means in Durham,retired innkeeper own means,Female,DURHAM,1
152,99999,Female servant to labourer father in Durham,servant to labourer father,Female,DURHAM,1
153,21192,Male secretary public company in Durham,secretary public company,Male,DURHAM,1
154,24100,Male railway clerk wesleyan local preacher in Durham,railway clerk wesleyan local preacher,Male,DURHAM,1
155,98490,Male labourer at railway waggon works in Durham,labourer at railway waggon works,Male,DURHAM,1
156,98200,Male rivetter on marine work in Durham,rivetter on marine work,Male,DURHAM,1
157,37040,Male boy bootmakers errand in Durham,boy bootmakers errand,Male,DURHAM,1
158,71120,Male coalminer pony driver underground in Durham,coalminer pony driver underground,Male,DURHAM,1
159,97430,Male engineman underground colliery stationary in Durham,engineman underground colliery stationary,Male,DURHAM,1
160,21140,Male retired colliery pit help inspector in Durham,retired colliery pit help inspector,Male,DURHAM,1
161,87530,Male apprentice iron founder in Durham,apprentice iron founder,Male,DURHAM,1
162,41010,Male house furnishing salesman in Durham,house furnishing salesman,Male,DURHAM,1
163,74990,Male broker in Durham,broker,Male,DURHAM,1
164,92110,Male machine man boilershop in Durham,machine man boilershop,Male,DURHAM,1
165,54020,Unknown domestic servant in Durham,domestic servant,Unknown,DURHAM,1
166,99999,Unknown spirit merchant wife in Durham,spirit merchant wife,Unknown,DURHAM,1
167,21230,Male builder contractor in Essex,builder contractor,Male,ESSEX,73
168,99999,Male retired in Essex,retired,Male,ESSEX,41
169,79590,Female hairdresser in Essex,hairdresser,Female,ESSEX,9
