County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm
-,Male,24,stoker nd class,23,1901,lg stoker nd class,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,complex,lg stoker nd class,transport_communication,0.54,True,unchanged_with_some_invalid_words,['lg'],False,lg stoker nd class
-,Male,10,pts ii,1,1901,pts ii,37040,37040,"PRISON SERVICE MESSENGERS, ETC.,",Messenger,,pts ii,other,0.9,False,acceptable_quality,[],False,
ANGLESEY,Male,158,engineer marine,4,1901,engineer marine,98200,98290,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Other Ships’ Engine-Room Ratings,,engineer marine,other,0.9,False,acceptable_quality,[],False,
ANGLESEY,Female,655,grocer draper,1,1901,grocer  draper,41010,41025,CLOTHIERS & OUTFITTERS (IE DEALERS AND MERCHANTS),Working Proprietor (Wholesale or Retail Trade),,grocer draper,food_drink,0.8801153027334755,False,acceptable_quality,[],False,
ANGLESEY,Male,175,farmer in law brother,1,1901,farmers brother in law,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer in law brother,family_dependent,0.7194638758923378,False,acceptable_quality,[],False,
BEDFORDSHIRE,Female,168,warehouse man,3,1901,warehouseman,97190,97145,WAREHOUSEMEN (NOT MANCHESTER GOODS),Warehouse Porter,simple,warehouse man,general_labour,0.8465977262910954,False,acceptable_quality,[],False,
BEDFORDSHIRE,Male,246,cigar manufacturer,2,1901,tinware manufacturer,72200,72200,TINPLATE  MANUFACTURE,"Metal RollingMill Worker, Specialisation Unknown",,cigar manufacturer,metalwork_engineering,0.7012032578539887,False,acceptable_quality,[],False,
BEDFORDSHIRE,Male,359,clock maker,2,1901,blockmaker,79920,79920,SAILMAKERS,"Sail, Tent and Awning Maker",simple,clock maker,metalwork_engineering,0.8231459200529839,False,acceptable_quality,[],False,
BEDFORDSHIRE,Male,19,retired captain h m army,1,1901,retired captain h m army,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired captain h m army,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['h', 'm']",False,retired captain h m army
BEDFORDSHIRE,Male,171,boy errand shoemaker,1,1901,errand boy shoemakers,37040,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,boy errand shoemaker,clothing_footwear,0.7205324328244277,False,acceptable_quality,[],False,
