Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result,standardized_llm
1891,YORKSHIRE WEST RIDING,Male,retired sanitary tube maker,243,72400,1,72740,TUBE MANUFACTURE,Seamless Pipe and Tube Drawer,,retired sanitary tube maker,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired sanitary tube maker,
1891,YORKSHIRE WEST RIDING,Male,drummer,76,17120,2,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,simple,drummer,other,0.9,False,acceptable_quality,[],False,drummer,
1891,YORKSHIRE WEST RIDING,Female,general servant domestic out of employ,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general servant domestic out of employ,domestic_service,0.9,False,acceptable_quality,[],False,general servant domestic out of employ,
1891,YORKSHIRE WEST RIDING,Male,teamster,141,98550,244,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),simple,teamster,other,0.9,False,acceptable_quality,[],False,teamster,
1891,YORKSHIRE WEST RIDING,Male,errand boy at wine stores,171,37040,1,37040,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Messenger,,boy errand at wine stores,other,0.8862506156095771,False,acceptable_quality,[],False,boy errand at wine stores,
1891,YORKSHIRE WEST RIDING,Male,mechanic on locksmith,315,83700,1,83930,"LOCK, KEY MAKERS",Locksmith,,mechanic on locksmith,metalwork_engineering,0.9,False,acceptable_quality,[],False,mechanic on locksmith,
1891,YORKSHIRE WEST RIDING,Male,apprentice in rope works,286,85100,1,85320,OTHER ELECTRICAL APPARATUS MAKERS,Electrical Equipment Assembler,,apprentice in rope works,other,0.9,False,acceptable_quality,[],False,apprentice in rope works,
1891,YORKSHIRE WEST RIDING,Male,trass maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,dressmaker,clothing_footwear,0.7360031313915361,False,acceptable_quality,[],False,dressmaker,
1891,YORKSHIRE WEST RIDING,Male,range fitter,309,83890,8,83990,STOVE GRATE RANGE FIRE-IRON MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,range fitter,other,0.9,False,acceptable_quality,[],False,range fitter,
1891,YORKSHIRE WEST RIDING,Male,works with his father,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,works with his father,family_dependent,0.9,False,acceptable_quality,[],False,works with his father,
1891,YORKSHIRE WEST RIDING,Male,waggoner for corn mill,686,77100,1,77120,CORN MILLERS,Grain Miller,,waggoner for corn miller,food_drink,0.8207646159643179,False,acceptable_quality,[],False,waggoner for corn miller,
1891,YORKSHIRE WEST RIDING,Female,grocer boat factor,697,41010,1,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocer boatman factor,food_drink,0.7466876622791025,False,acceptable_quality,[],False,grocer boatman factor,
1891,YORKSHIRE WEST RIDING,Male,stay cutter,658,79190,1,79190,STAY AND CORSET MAKERS,Other Tailors and Dressmakers,,stay cutter,other,0.9,False,acceptable_quality,[],False,stay cutter,
1891,YORKSHIRE WEST RIDING,Male,spinner piecener,559,75200,1,75220,WOOL SPINNERS WOOL PIECERS,"Spinner, Thread and Yarn",,spinner piecener,other,0.9,False,acceptable_quality,[],False,spinner piecener,
1891,YORKSHIRE WEST RIDING,Female,taleswoman optical instruments,399,41010,1,41030,MUSICAL INSTRUMENT DEALERS,Working Proprietor (Retail Trade),,taleswoman optical instruments,other,0.9,False,acceptable_quality,[],False,taleswoman optical instruments,
1891,YORKSHIRE WEST RIDING,Unknown,machinist,771,83400,7,83410,MACHINISTS MACHINE WORKERS UNDEFINED,"MachineTool Operator, General",simple,machinist,metalwork_engineering,0.9,False,acceptable_quality,[],False,machinist,
1891,YORKSHIRE WEST RIDING,Male,timber merchants laborer,462,41015,1,41020,TIMBER MERCHANTS WOOD DEALERS,Working Proprietor (Wholesale Trade),,timber merchant,retail_trade,0.5869632075374764,False,acceptable_quality,[],False,timber merchant,
1891,YORKSHIRE WEST RIDING,Female,ward board box maker,526,81730,1,91025,CARDBOARD BOX MAKER,Paper Box Maker (Hand or Machine),,ward board box maker,manufacturing_other,0.9,False,acceptable_quality,[],False,ward board box maker,
1891,YORKSHIRE WEST RIDING,Female,woolen goods weaver,561,75200,1,75415,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Beam Warper,,woolen goods weaver,textile_manufacture,0.9,False,acceptable_quality,[],False,woolen goods weaver,
1891,YORKSHIRE WEST RIDING,Male,stoker at paper mill,766,96900,2,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",complex,stoker at paper miller,food_drink,0.8187832359246372,False,acceptable_quality,[],False,stoker at paper miller,
1891,YORKSHIRE WEST RIDING,Male,cloth cropper,607,75000,2,75000,OTHER WORKERS SUNDRY FABRICS UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,cloth cropper,other,0.9,False,acceptable_quality,[],False,cloth cropper,
1891,YORKSHIRE WEST RIDING,Male,tripe dealer,680,41010,78,41025,PROVISION DEALERS,Working Proprietor (Wholesale or Retail Trade),,brick dealer,building_construction,0.638658058033761,False,acceptable_quality,[],False,brick dealer,
1891,YORKSHIRE WEST RIDING,Male,settler,768,84110,3,21110,ARTISANS MECHANICS,General Manager,simple,settler,other,0.9,False,acceptable_quality,[],False,settler,
1891,YORKSHIRE WEST RIDING,Male,brewer and publican,709,77820,2,77810,BREWERS,"Brewer, General",,brewer and publican,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,brewer and publican,
1891,YORKSHIRE WEST RIDING,Unknown,blacksmith apprentice,262,83120,1,83110,BLACKSMITHS,"Blacksmith, General",,apprentice blacksmith,metalwork_engineering,0.8465759325164964,False,acceptable_quality,[],False,apprentice blacksmith,
1891,YORKSHIRE WEST RIDING,Male,currier,507,76140,1,76150,CURRIERS,Leather Currier,simple,currier,crafts_trades,0.9,False,acceptable_quality,[],False,currier,
1891,YORKSHIRE WEST RIDING,Male,fancy weaver,606,75400,287,75400,WEAVERS (UNDEFINED),"Weaver, Specialisation Unknown",,fancy weaver,textile_manufacture,0.9,False,acceptable_quality,[],False,fancy weaver,
1891,YORKSHIRE WEST RIDING,Male,clay merchant brick manufacturer  farmer,471,41010,1,41020,BRICK DEALERS,Working Proprietor (Wholesale Trade),,clay merchant brick manufacturer farmer,agricultural,0.8933293264329017,False,acceptable_quality,[],False,clay merchant brick manufacturer farmer,
1891,YORKSHIRE WEST RIDING,Male,master paulterer,761,22190,2,21110,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)",General Manager,,master plasterer,building_construction,0.9106632106893274,False,acceptable_quality,[],False,master plasterer,
1891,YORKSHIRE WEST RIDING,Female,gasser silk works,574,75200,1,75220,SILK WORKERS - SPINNERS,"Spinner, Thread and Yarn",,gasser silk works,other,0.9,False,acceptable_quality,[],False,gasser silk works,
1891,YORKSHIRE WEST RIDING,Male,ruling machine maker,289,83830,1,83220,TOOLMAKERS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),Tool and Die Maker,,machine maker,metalwork_engineering,0.6812473271325888,False,acceptable_quality,[],False,machine maker,
1891,YORKSHIRE WEST RIDING,Male,labourer for fitters,266,84130,1,99910,"FITTERS, TURNERS (ENGINE AND MACHINE) LABOURERS",Labourer,,labourer for fitters,general_labour,0.9,False,acceptable_quality,[],False,labourer for fitters,
1891,YORKSHIRE WEST RIDING,Male,winder at woollen mill,561,75200,1,75432,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Cloth Weaver (Hand or Machine),,winder at woollen miller,food_drink,0.8207646159643179,False,acceptable_quality,[],False,winder at woollen miller,
1891,YORKSHIRE WEST RIDING,Male,stringer,56,15100,1,15120,AUTHORS EDITORS JOURNALISTS AND CREATIVE ADVERTISING WORKERS,Author,simple,stringer,other,0.9,False,acceptable_quality,[],False,stringer,
1891,YORKSHIRE WEST RIDING,Male,seller,113,43090,1,45125,SALESMEN AND BUYERS (NOT OTHERWISE DESCRIBED),"Salesperson, Wholesale or Retail Trade",simple,beerseller,food_drink,0.5340742142961542,True,modification_poor_result,['beerseller'],False,beerseller,beerseller
1891,YORKSHIRE WEST RIDING,Female,landlady of registered lodging house,712,51040,1,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),,landlady of registered lodging house,other,0.9,False,acceptable_quality,[],False,landlady of registered lodging house,
