Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation
1891,YORKSHIRE WEST RIDING,Male,hallkeeper,97,55100,2,55290,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS","Other Charworkers, Cleaners and Related Workers",simple,hallkeeper,other,0.27,True,unchanged_with_many_invalid_words,['hallkeeper'],False
1891,HAMPSHIRE,Female,ladysmaid,84,54020,30,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,simple,ladysmaid,other,0.27,True,unchanged_with_many_invalid_words,['ladysmaid'],False
1891,HAMPSHIRE,Male,clerk telegraph g p o,2,37020,1,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,complex,clerk telegraph g p o,professional_clerical,0.27,True,unchanged_with_many_invalid_words,"['g', 'p', 'o']",False
1891,CARMARTHENSHIRE,Male,g w r platelayer,131,97430,1,99910,"PLATELAYER, GANGER, PACKER",Labourer,,g w r platelayer,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'w', 'r']",False
1891,LANCASHIRE,Male,shingeller,602,79540,1,79565,EMBROIDERERS,"Embroiderer, Hand or Machine",,shingeller,other,0.27,True,unchanged_with_many_invalid_words,['shingeller'],False
1891,WILTSHIRE,Male,formerly gressman rilief,105,56000,1,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",moderate,formerly gressman rilief,other,0.27,True,unchanged_with_many_invalid_words,"['gressman', 'rilief']",False
1891,LONDON,Male,artitst,77,17300,1,17320,ACTORS,Actor,simple,artitst,other,0.27,True,unchanged_with_many_invalid_words,['artitst'],False
1891,MIDDLESEX,Male,skindresser,505,79200,2,79220,SKINNERS FURRIERS,Fur Tailor,,skindresser,other,0.27,True,unchanged_with_many_invalid_words,['skindresser'],False
1891,DEVON,Male,sergeant r r e s telegraphist,27,58420,1,58340,MEN OF THE MARINES,Other Military Ranks,,sergeant r r e s telegraphist,other,0.27,True,unchanged_with_many_invalid_words,"['r', 'r', 'e', 's']",False
1891,DEVON,Male,sailor h m s defiance,9,37040,1,37040,"OTHER CIVIL SERVICE MESSENGERS, ETC. (INC PORTERS),",Messenger,,sailor h m s defiance,other,0.27,True,unchanged_with_many_invalid_words,"['h', 'm', 's']",False
1891,LEICESTERSHIRE,Female,failness,677,61260,1,62510,"COWKEEPERS, MILKSELLERS","Dairy Farm Worker, General",simple,failness,other,0.27,True,unchanged_with_many_invalid_words,['failness'],False
1891,DEVON,Male,retired officer h m costoms,19,58420,1,58320,ARMY OFFICERS (RETIRED),Officer,,retired officer h m costoms,unemployed_seeking,0.27,True,unchanged_with_many_invalid_words,"['h', 'm', 'costoms']",False
1891,LONDON,Male,l d s dental surgeon,43,6200,1,6310,DENTISTS AND DENTISTS ASSISTANTS,"Dentist, General",,l d s dental surgeon,professional_clerical,0.27,True,unchanged_with_many_invalid_words,"['l', 'd', 's']",False
1891,LONDON,Male,steward d s,159,52030,1,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,,steward d s,other,0.27,True,unchanged_with_many_invalid_words,"['d', 's']",False
1891,LONDON,Female,decorater,421,93120,1,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,,decorater,other,0.27,True,unchanged_with_many_invalid_words,['decorater'],False
1891,SUFFOLK,Male,labourer saintary authouty,765,99130,1,99910,GENERAL LABOURERS,Labourer,,labourer saintary authouty,general_labour,0.27,True,unchanged_with_many_invalid_words,"['saintary', 'authouty']",False
1891,SURREY,Male,trummer,625,75600,1,75600,COTTON & CALICO FINISHERS,"Bleachers, Dyers and Textile Product Finishers",,trummer,other,0.27,True,unchanged_with_many_invalid_words,['trummer'],False
1891,KENT,Male,mariner s r a service,157,4250,1,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,mariner s r a service,other,0.27,True,unchanged_with_many_invalid_words,"['s', 'r', 'a']",False
1891,CUMBERLAND,Male,gassman,723,87130,1,74925,GAS WORKS SERVICE,Coal-Gas Maker,simple,gassman,other,0.27,True,unchanged_with_many_invalid_words,['gassman'],False
1891,OXFORDSHIRE,Male,sergeant instructor nd v b o l j,27,58420,1,58340,MEN OF THE MARINES,Other Military Ranks,,sergeant instructor nd v b o l j,other,0.27,True,unchanged_with_many_invalid_words,"['v', 'b', 'o', 'l', 'j']",False
1891,CHESHIRE,Male,bleacher j p,612,75600,1,75615,FLAX LINEN BLEACHERS,Textile Bleacher,,bleacher j p,other,0.27,True,unchanged_with_many_invalid_words,"['j', 'p']",False
1891,KENT,Male,jounalist,56,15100,1,15945,AUTHORS EDITORS JOURNALISTS AND CREATIVE ADVERTISING WORKERS,Book Editor,simple,jounalist,other,0.27,True,unchanged_with_many_invalid_words,['jounalist'],False
1891,KENT,Female,sub post master assistant,2,37020,2,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,master postboy,transport_communication,0.4640537963108449,True,low_confidence,[],False
1891,WARWICKSHIRE,Male,assistant farmers son,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer son,family_dependent,0.46901051337742494,True,low_confidence,[],False
