Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation
1881,Cumberland,Male,cabinet maker apprentice,438,81190,6,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,apprentice cabinet maker,crafts_trades,0.8548960801377624,False,acceptable_quality,[],False
1881,Cumberland,Female,sewer,659,79590,2,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,simple,sewer,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Male,engine driver on m  c ry,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,engine driver on m c ry,transport_communication,0.6912220767780722,True,modification_poor_result,"['m', 'c', 'ry']",False
1881,Cumberland,Female,farm sert dom,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,farm sert dom,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Female,engine smith wife,788,99999,3,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,engine smith wife,family_dependent,0.9,False,acceptable_quality,[],False
1881,Cumberland,Male,tanner  foreman,506,76140,1,76125,TANNERS FELLMONGERS,Fellmonger,,tanner foreman,other,0.8815231147896843,False,acceptable_quality,[],False
1881,Cumberland,Male,husbandsman,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,simple,husbandsman,other,0.27,True,unchanged_with_many_invalid_words,['husbandsman'],False
1881,Cumberland,Male,postmastercs,2,37020,1,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,simple,postmastercs,other,0.27,True,unchanged_with_many_invalid_words,['postmastercs'],False
1881,Cumberland,Female,labouring woman,765,99130,1,99910,GENERAL LABOURERS,Labourer,,labouring woman,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Male,income from land,778,99999,8,99999,PRIVATE MEANS,Unspecified worktitle or several titles,,income from land,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Female,wid,790,99999,1,99999,WIDOWS (OF NO SPECIFIED OCCUPATION),Unspecified worktitle or several titles,simple,wid,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Female,general servant ag lab,181,62110,3,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,general servant agricultural labourer,agricultural,0.6037851164745061,False,acceptable_quality,[],False
1881,Cumberland,Female,general dom,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general dom,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Male,scholar school,787,99999,1,99999,SCHOLARS ETC,Unspecified worktitle or several titles,moderate,scholar school,other,0.9,False,acceptable_quality,[],False
1881,Cumberland,Female,railway porter d ry o wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,railway porter wife,family_dependent,0.847431316145539,False,acceptable_quality,[],False
