Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation
1881,Hampshire,Male,coal mercht and sheriff of southampton,235,41015,1,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),,coal mercht and sheriff of southampton,other,0.48600000000000004,False,multiple_occupation_excluded_from_llm_check,"['mercht', 'southampton']",True
1881,"London (Parts Of Middlesex, ",Male,rate and tax collector clk,13,58900,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,,rate and tax collector clerk,professional_clerical,0.833520042706566,False,multiple_occupation_excluded_from_llm_check,['clk'],True
1881,"London (Parts Of Middlesex, ",Male,apprentice to carpenter and joiner,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,apprentice to carpenter and joiner,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,"London (Parts Of Middlesex, ",Male,tobacconist and letter carrier,707,41010,1,41030,TOBACCONISTS,Working Proprietor (Retail Trade),,tobacconist and letter carrier,transport_communication,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,"London (Parts Of Middlesex, ",Female,stationer employing  men and  women wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,stationer employing men and women wife,family_dependent,0.797718323862013,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Wiltshire,Male,band master sergt r wilts and pensioner,76,17120,1,17135,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Orchestra and Band Conductor,complex,master band sergt r wilts and,unemployed_seeking,0.5300542265842383,False,multiple_occupation_excluded_from_llm_check,"['sergt', 'r']",True
1881,Lancashire,Female,boot and shoe riviters wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,boot and shoe maker wife,family_dependent,0.773314097925197,False,multiple_occupation_excluded_from_llm_check,['riviters'],True
1881,Warwickshire,Male,tool maker and tobacconist,290,83210,1,83220,TOOLMAKERS,Tool and Die Maker,,tool maker and tobacconist,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Kent (Extra London),Male,pupil or scholar,787,99999,2,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,pupil or scholar,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Derbyshire,Male,tea dealer employing a youth and a boy,776,99999,1,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,youth boy tea dealer employing a and a,other,0.7887620001230446,False,multiple_occupation_excluded_from_llm_check,"['a', 'a']",True
1881,Lincolnshire,Male,farmer of  acres employing  men and  boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres employing men and boys,agricultural,0.7916374001966094,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Lincolnshire,Male,wheelwright and machine mate,366,81400,1,81925,WHEELWRIGHT,Cartwright,,wheelwright and machine mate,crafts_trades,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Yorkshire North Riding,Male,licenced victualler and blacksmith,262,83120,1,83110,BLACKSMITHS,"Blacksmith, General",,licenced victualler and blacksmith,metalwork_engineering,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Surrey (Extra London),Female,interest of money and rents of lands,53,13100,3,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,interest of money and rents of lands,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Bedfordshire,Male,schoolmaster and teacher of music,76,17120,1,17135,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Orchestra and Band Conductor,,schoolmaster and teacher of music,professional_clerical,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Essex,Female,justice of the peace and import merchant wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,justice of the peace and import merchant wife,family_dependent,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Carnarvonshire,Male,farmer and retired seaman,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,retired farmer and seaman,unemployed_seeking,0.7835145212556897,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Hertfordshire,Male,cook and confectioner employing  men  boys   woman,690,77690,1,77610,BISCUIT CAKE BREAD MAKERS,"Baker, General",,cook and confectioner employing men boys woman,domestic_service,0.7902033607608487,False,multiple_occupation_excluded_from_llm_check,[],True
1881,Middlesex (Extra London),Male,retired watch maker registrar of births and deaths,12,31090,1,20210,POOR LAW SERVICE,Government Administrator,,retired watch maker registrar of births and deaths,unemployed_seeking,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
