Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation
1861,YORKSHIRE EAST RIDING,Male,letter carrier and cordwainer,3,37030,1,37030,POSTMEN,Postman,complex,letter carrier and cordwainer,clothing_footwear,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,YORKSHIRE EAST RIDING,Male,master carpenter employing men and boys,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",,master carpenter employing men and boys,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,YORKSHIRE EAST RIDING,Male,coach maker employ men and boys,365,81300,1,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,,coachmaker maker employ men and boys,crafts_trades,0.7363391858673934,False,multiple_occupation_excluded_from_llm_check,[],True
1861,LANCASHIRE,Male,clagg and patten maker,430,97490,2,97400,POND RESERVOIR MAKERS,"Excavator, Specialisation Unknown",,clagg and patten maker,other,0.48600000000000004,False,multiple_occupation_excluded_from_llm_check,['clagg'],True
1861,LANCASHIRE,Male,handloom weaver of cotton and farmer of  acre,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,handloom weaver of cotton and farmer of acre,agricultural,0.8046766718704138,False,multiple_occupation_excluded_from_llm_check,[],True
1861,LANCASHIRE,Male,servant to the chorley commissioner and agent,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,,servant to the chorley commissioner and agent,domestic_service,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['chorley'],True
1861,LANCASHIRE,Male,farmer  acres and agricultural labourer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,farmer acres and agricultural labourer,agricultural,0.8038389265332184,False,multiple_occupation_excluded_from_llm_check,[],True
1861,NOTTINGHAMSHIRE,Female,proprieter of houses and land,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,complex,proprieter of houses and land,other,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['proprieter'],True
1861,NOTTINGHAMSHIRE,Male,farmer  acres employing  labourer and  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,boy farmer acres employing labourer and,agricultural,0.787080751280796,False,multiple_occupation_excluded_from_llm_check,[],True
1861,NORTHUMBERLAND,Male,miller and inn keeper,686,77100,1,77120,CORN MILLERS,Grain Miller,,miller and inn keeper,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,NORTHUMBERLAND,Male,brewer and publican,709,77820,1,77810,BREWERS,"Brewer, General",,brewer and publican,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,NORTHUMBERLAND,Male,joiner and grocer,409,95410,4,95410,"CARPENTER, JOINER","Carpenter, General",,joiner and grocer,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,YORKSHIRE NORTH RIDING,Male,butcher and labourer,681,77340,1,77320,SLAUGHTERER,Slaughterer,,butcher and labourer,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,YORKSHIRE NORTH RIDING,Male,liner and cabinet maker,437,81120,1,81120,CABINET MAKERS,Cabinetmaker,,liner and cabinet maker,crafts_trades,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,BEDFORDSHIRE,Female,houses and land,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,houses and land,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,WARWICKSHIRE,Male,journeyman carpenter and provision dealer,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",,journeyman carpenter and provision dealer,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
1861,WARWICKSHIRE,Female,plumber and glayser,425,87130,1,87105,"PLUMBER, PIPE FITTER","Plumber, General",,plumber and glayser,building_construction,0.48600000000000004,False,multiple_occupation_excluded_from_llm_check,['glayser'],True
1861,WARWICKSHIRE,Male,professor of music and german,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,professor of music and german,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True
